90,70,58,54,76,76,83,76,82,100,91,72
100,72,58,61,83,83,83,83,91,100,91,82
100,63,70,67,76,76,83,83,91,91,82,72
90,72,52,53,83,83,83,83,91,100,82,82
90,72,60,54,76,76,77,91,91,91,82,82
80,73,67,60,83,83,76,91,91,91,82,82
90,73,50,82,83,83,83,100,83,91,82,82
80,73,51,82,83,83,83,83,83,100,82,82
72,72,52,66,91,91,83,83,91,100,82,91
80,73,45,61,91,91,83,92,83,100,73,91
90,65,52,54,91,91,83,83,83,91,82,91
80,65,65,54,100,100,77,83,83,100,82,91
80,65,51,56,91,91,83,83,83,100,82,91
90,65,56,61,91,91,83,83,91,91,91,100
90,48,58,61,83,83,83,83,100,91,82,91
80,56,59,62,76,76,76,83,76,91,82,91
80,56,58,61,83,83,83,83,83,82,73,82
71,65,52,62,76,76,70,83,83,82,82,82
80,65,44,66,83,83,77,92,83,82,82,100
72,65,45,54,83,83,91,83,91,82,82,90
81,50,53,62,76,76,91,91,91,91,82,82
72,57,54,48,91,91,83,83,91,82,82,91
72,57,53,50,83,83,91,91,100,91,82,82
64,57,54,56,91,91,91,91,83,91,81,81
63,50,61,48,83,83,83,83,83,91,72,81
63,73,61,100,91,91,83,69,83,91,82,80
72,56,74,61,83,83,83,83,83,91,82,80
71,57,52,68,91,91,83,91,91,91,72,80
71,,60,60,83,83,83,83,83,100,82,80
71,,54,67,82,82,91,91,91,91,81,80
70,,47,,,,91,83,,100,,71
