0,0,0,0,0,0,2.4,4.8,3.6,0,0,0
0,0,1.2,0,0,0,2.4,2.4,2.4,0,0,0
0,1.2,0,0,0,2.4,7.2,3.6,0,2.4,0,0
1.2,0,0,1.2,1.2,2.4,3.6,2.4,0,0,0,0
1.2,0,0,0,0,0,2.4,0,1.2,0,0,0
0,2.4,0,0,0,0,1.2,0,0,0,0,0
0,0,0,1.2,0,1.2,2.4,0,0,0,0,0
0,0,1.2,0,0,1.2,2.4,0,0,0,0,0
0,0,0,0,0,1.2,0,0,2.4,0,0,1.2
0,0,3.6,1.2,0,6,0,1.2,2.4,2.4,0,0
0,0,2.4,0,0,3.6,2.4,1.2,2.4,2.4,0,0
0,0,1.2,0,0,3.6,2.4,2.4,2.4,3.6,0,0
0,0,0,0,0,6,1.2,2.4,0,0,0,0
0,0,1.2,0,0,1.2,1.2,1.2,0,0,0,0
0,2.4,0,0,2.4,1.2,2.4,1.2,1.2,0,0,0
0,2.4,0,0,0,0,2.4,1.2,0,0,0,0
0,0,0,0,2.4,0,2.4,0,0,0,0,0
0,0,0,0,0,2.4,0,2.4,0,0,0,0
0,2.4,2.4,2.4,1.2,1.2,0,1.2,0,0,0,3.6
0,0,0,0,2.4,2.4,0,0,1.2,0,0,0
0,0,0,0,1.2,2.4,3.6,2.4,0,0,0,0
0,0,1.2,2.4,0,1.2,2.4,1.2,0,0,0,0
0,0,0,0,0,3.6,0,2.4,0,0,0,0
0,0,0,0,0,3.6,2.4,0,0,0,0,0
0,1.2,0,0,1.2,3.6,2.4,3.6,0,0,0,0
0,2.4,0,0,0,0,1.2,0,0,0,0,0
0,0,1.2,0,1.2,2.4,1.2,1.2,0,0,0,0
0,0,1.2,0,2.4,0,2.4,2.4,0,0,0,0
0,,0,0,0,1.2,1.2,2.4,0,0,0,0
0,,1.2,0,4.8,2.4,0,2.4,0,1.2,0,0
0,,2.4,,2.4,,3.6,1.2,,3.6,,0
