1.2,6,4.8,3.6,3.6,4.8,6,6,4.8,0,2.4,2.4
2.4,6,6,6,4.8,1.2,6,3.6,6,0,2.4,3.6
2.4,6,7.2,2.4,2.4,3.6,9.6,4.8,3.6,2.4,2.4,3.6
3.6,7.2,6,3.6,3.6,3.6,2.4,2.4,3.6,1.2,2.4,3.6
3.6,4.8,4.8,7.2,2.4,2.4,3.6,1.2,3.6,1.2,1.2,3.6
3.6,6,3.6,6,3.6,3.6,4.8,3.6,2.4,0,2.4,3.6
3.6,7.2,4.8,3.6,4.8,4.8,4.8,3.6,3.6,1.2,3.6,1.2
3.6,3.6,4.8,3.6,7.2,3.6,2.4,1.2,1.2,3.6,3.6,3.6
6,3.6,4.8,3.6,4.8,3.6,1.2,1.2,2.4,1.2,3.6,6
6,3.6,7.2,4.8,2.4,2.4,2.4,1.2,3.6,2.4,3.6,4.8
6,2.4,6,4.8,2.4,6,3.6,2.4,3.6,1.2,2.4,1.2
6,1.2,3.6,2.4,1.2,8.4,2.4,3.6,3.6,4.8,2.4,2.4
6,3.6,4.8,6,4.8,8.4,3.6,3.6,3.6,6,3.6,2.4
6,3.6,4.8,3.6,3.6,7.2,1.2,3.6,2.4,3.6,3.6,2.4
3.6,6,2.4,7.2,6,3.6,3.6,2.4,3.6,3.6,6,2.4
3.6,4.8,6,3.6,6,3.6,3.6,3.6,2.4,4.8,3.6,2.4
3.6,3.6,3.6,2.4,6,3.6,2.4,0,2.4,3.6,3.6,2.4
2.4,7.2,3.6,3.6,7.2,3.6,3.6,6,2.4,2.4,2.4,3.6
3.6,4.8,3.6,7.2,4.8,3.6,3.6,2.4,3.6,2.4,3.6,3.6
3.6,3.6,3.6,6,6,3.6,2.4,3.6,2.4,2.4,3.6,4.8
3.6,4.8,4.8,6,3.6,6,4.8,3.6,2.4,2.4,2.4,2.4
3.6,3.6,6,6,1.2,6,2.4,3.6,2.4,3.6,3.6,3.6
2.4,7.2,8.4,3.6,6,3.6,3.6,2.4,1.2,2.4,4.8,3.6
3.6,6,6,3.6,7.2,6,3.6,3.6,1.2,4.8,3.6,3.6
6,3.6,3.6,6,8.4,4.8,3.6,3.6,3.6,2.4,3.6,2.4
3.6,3.6,6,7.2,3.6,6,3.6,2.4,3.6,2.4,3.6,2.4
4.8,3.6,7.2,2.4,3.6,1.2,4.8,4.8,3.6,2.4,2.4,3.6
3.6,4.8,3.6,3.6,4.8,2.4,4.8,2.4,1.2,2.4,2.4,6
3.6,,3.6,3.6,1.2,4.8,3.6,3.6,1.2,3.6,3.6,3.6
7.2,,3.6,4.8,6,6,3.6,2.4,1.2,3.4,2.4,1.2
6,,3.6,,3.6,,3.6,2.4,,6,,1.2
