1.2,2.4,1.2,0,2.4,3.6,3.6,2.4,6,1.2,1.2,1.2
0,1.2,1.2,2.4,3.6,0,3.6,3.6,4.8,0,1.2,1.2
1.2,1.2,6,1.2,1.2,2.4,7.2,3.6,2.4,0,2.4,2.4
0,3.6,3.6,2.4,1.2,2.4,6,2.4,1.2,1.2,2.4,1.2
2.4,1.2,0,6,7.2,1.2,1.2,1.2,2.4,1.2,1.2,1.2
0,1.2,3.6,2.4,3.6,2.4,4.8,2.4,3.6,1.2,1.2,1.2
0,3.6,2.4,2.4,3.6,3.6,3.6,1.2,1.2,0,0,0
0,4.8,2.4,2.4,4.8,1.2,2.4,2.4,0,2.4,2.4,1.2
0,3.6,1.2,2.4,4.8,1.2,2.4,2.4,2.4,0,2.4,0
3.6,1.2,6,2.4,1.2,0,3.6,0,3.6,1.2,1.2,0
2.4,0,6,6,1.2,3.6,2.4,4.8,3.6,1.2,1.2,2.4
0,1.2,3.6,3.6,2.4,7.2,1.2,3.6,1.2,3.6,1.2,2.4
2.4,2.4,3.6,2.4,1.2,7.2,2.4,3.6,2.4,3.6,1.2,1.2
2.4,0,2.4,3.6,1.2,3.6,1.2,3.6,2.4,6,1.2,1.2
0,2.4,2.4,4.8,2.4,1.2,2.4,1.2,2.4,4.8,1.2,0
0,3.6,2.4,1.2,2.4,0,3.6,1.2,1.2,2.4,1.2,1.2
0,1.2,1.2,1.2,3.6,3.6,2.4,2.4,1.2,2.4,1.2,3.6
0,0,2.4,1.2,6,1.2,3.6,2.4,1.2,2.4,2.4,2.4
1.2,1.2,4.8,7.2,2.4,3.6,2.4,1.2,1.2,1.2,0,3.6
1.2,0,1.2,3.6,6,2.4,2.4,1.2,2.4,1.2,1.2,2.4
0,0,1.2,6,6,3.6,2.4,3.6,2.4,1.2,0,2.4
0,0,2.4,3.6,1.2,3.6,2.4,2.4,1.2,1.2,1.2,0
0,0,7.2,3.6,3.6,3.6,3.6,2.4,1.2,1.2,3.6,1.2
0,1.2,3.6,3.6,4.8,6,1.2,2.4,1.2,0,1.2,1.2
0,1.2,0,7.2,3.6,3.6,2.4,3.6,2.4,1.2,2.4,3.6
1.2,1.2,6,3.6,3.6,3.6,2.4,4.8,1.2,2.4,2.4,1.2
0,1.2,4.8,2.4,3.6,2.4,4.8,2.4,2.4,1.2,2.4,2.4
1.2,2.4,2.4,4.8,2.4,2.4,2.4,2.4,1.2,2.4,1.2,2.4
1.2,,2.4,1.2,0,2.4,1.2,3.6,1.2,2.4,2.4,1.2
0,,1.2,3.6,3.6,3.6,4.8,1.2,1.2,1.2,0,3.6
1.2,,1.2,,2.4,,2.4,2.4,,3.6,,0
