91,56,48,41,69,76,76,69,83,91,73,46
100,49,48,50,70,92,76,83,76,100,65,52
100,57,48,51,76,76,76,76,91,91,60,52
80,57,44,50,62,69,76,76,100,100,66,46
73,56,45,51,62,77,69,76,76,91,74,58
82,56,45,51,62,83,77,69,83,100,60,52
73,56,42,45,62,83,76,76,76,83,54,65
65,52,38,82,63,83,83,91,77,83,60,59
65,58,39,67,59,70,83,100,77,91,54,82
65,52,42,51,70,100,76,92,83,91,60,65
57,52,48,51,53,100,76,83,77,92,54,82
57,52,61,40,62,91,69,76,77,91,67,73
56,46,41,53,54,92,76,69,70,91,67,73
65,47,54,47,62,83,83,77,76,83,67,82
57,52,42,47,56,76,76,92,70,76,82,82
64,44,50,46,57,69,76,76,70,76,46,67
64,46,59,67,63,69,91,92,71,61,53,76
56,46,48,63,63,70,65,70,77,67,54,67
57,40,41,83,63,84,54,77,70,54,53,100
50,42,36,44,63,64,83,76,76,68,59,73
57,42,39,47,70,76,83,83,69,62,59,65
42,41,50,59,69,83,83,83,77,68,52,65
42,36,45,53,70,83,83,91,76,82,53,50
57,46,39,59,70,83,83,91,77,91,66,57
50,47,45,63,69,76,83,83,69,76,51,56
51,38,45,53,70,83,83,83,77,74,45,49
51,46,56,62,70,83,83,83,77,76,45,57
50,46,42,63,70,83,83,83,76,76,51,56
49,,44,68,100,83,83,83,83,68,46,64
49,,56,68,100,91,83,91,76,67,58,49
49,,41,,76,,91,83,,82,,64
