Date,Time,Temperature,Humidity,Rainfall,Wind_Speed,Wind_Direction
2016-02-12,9:30,22.9,85.1,0,0.5,NW
2016-02-12,12:30,25.4,52.8,0,3.2,W
2016-02-12,18:30,25,73,0.2,0,Calm
2016-02-13,9:30,25.1,74.9,0,0.9,NW
2016-02-13,12:30,25.9,61,0.2,2.2,W
2016-02-13,18:30,25.5,70.4,0.4,0,Calm
2016-02-14,9:30,25.6,75.3,0,1.6,W
2016-02-14,12:30,25.9,57.8,0,2.7,W
2016-02-14,18:30,25.8,70.6,0.2,0,Calm
2016-02-15,9:30,25.4,79.2,0,1.2,W
2016-02-15,12:30,24.3,58.2,0,3.5,W
2016-02-15,18:30,23.7,70.8,0.5,0,Calm
2016-02-16,9:30,24.6,68.2,0,1.7,W
2016-02-16,12:30,26.3,50.7,0,4.3,W
2016-02-16,18:30,25.7,59.4,0,0.8,N
2016-02-17,9:30,26,60.9,0,2.2,SW
2016-02-17,12:30,25.6,55.6,0,3,SW
2016-02-17,18:30,25.3,58.3,0.3,0.8,N
2016-02-18,9:30,25.3,71.6,0,0.4,NW
2016-02-18,12:30,25.8,55.3,0,3.2,W
2016-02-18,18:30,25.8,61.1,1,0.6,N
2016-02-19,9:30,25.4,75.9,0,2.1,S
2016-02-19,12:30,26.1,51.7,0,4.4,SW
2016-02-19,18:30,25.7,67.1,1.7,0.1,Calm
2016-02-20,9:30,25.6,77.5,0,1.1,W
2016-02-20,12:30,26.2,53.4,0,3.4,W
2016-02-20,18:30,26.5,63.1,0.4,0.4,Calm
2016-02-21,9:30,26,79,0,0.9,W
2016-02-21,12:30,27.3,49.2,0,3.2,SW
2016-02-21,18:30,26.4,65.2,1.4,0.1,Calm
2016-02-22,9:30,26.3,73,0,1.2,NW
2016-02-22,12:30,26.1,54,0,3.6,SW
2016-02-22,18:30,25.8,62.4,1.6,0.1,Calm
2016-02-23,9:30,25.8,72.8,0,0.9,NW
2016-02-23,12:30,26.7,48.6,0,3.7,W
2016-02-23,18:30,26.4,59.1,2.1,0.3,Calm
2016-02-24,9:30,26.2,68,0,1.6,SW
2016-02-24,12:30,26.6,47.4,0,4.6,SW
2016-02-24,18:30,26.2,68.7,2.5,0.6,NW
2016-02-25,9:30,26.3,71.5,0,1.4,S
2016-02-25,12:30,27.2,48.7,0.1,4.6,SW
2016-02-25,18:30,26.6,68.7,0,0.3,N
2016-02-26,9:30,26.6,75.8,0,2.2,S
2016-02-26,12:30,28.9,49.6,0,3.6,W
2016-02-26,18:30,28.5,62.2,0,0.6,N
2016-02-27,9:30,27.2,72.3,1.2,2,S
2016-02-27,12:30,26,59.6,0,2.2,W
2016-02-27,18:30,24.9,64.6,0.7,0,Calm
2016-02-28,9:30,26,69.2,0,1.4,SW
2016-02-28,12:30,27.5,53.5,0,3.2,W
2016-02-28,18:30,26.7,68.9,2,0,Calm
2016-02-29,9:30,27.2,68.6,0,2.3,S
2016-02-29,12:30,27.4,50.9,0,3.7,SW
2016-02-29,18:30,26.9,69.3,0.4,0.1,N
3/1/16,9:30,26.8,72.5,0,1.7,S
3/1/16,12:30,28,52.7,0,4.1,W
3/1/16,18:30,27.8,68.5,0,0.4,N
3/2/16,9:30,27.7,73.4,0.2,2.7,S
3/2/16,12:30,27.5,54.3,0,5.9,SW
3/2/16,18:30,26.9,63.9,0.2,0,Calm
3/3/16,9:30,26.6,68.9,1.1,2.5,S
3/3/16,12:30,28.2,51.7,0,4.5,W
3/3/16,18:30,27.8,67.9,1.3,0,Calm
3/4/16,9:30,28.9,60.5,0,2.9,SW
3/4/16,12:30,29.8,50,0,3.9,W
3/4/16,18:30,29.4,69.6,1.3,0,Calm
3/5/16,9:30,29.6,62.4,0,2.4,SW
3/5/16,12:30,29.7,51.6,0,4.3,W
3/5/16,18:30,29,65.1,0.4,0.1,Calm
3/6/16,9:30,28.6,63.2,0,2.3,SW
3/6/16,12:30,27.3,56,0,2.7,W
3/6/16,18:30,26.7,69.6,0.1,0,Calm
3/7/16,9:30,27.6,60,0,2.3,SW
3/7/16,12:30,28.6,50,0.3,4.1,SW
3/7/16,18:30,27.9,64.2,0,0.4,Calm
3/8/16,9:30,28.4,65.6,0,2.6,S
3/8/16,12:30,28.5,50.9,0.5,3.9,SW
3/8/16,18:30,28.6,58.4,1.2,0.6,N
3/9/16,9:30,28.3,68.8,0,2,SW
3/9/16,12:30,28.7,51.7,0,6.1,W
3/9/16,18:30,27.9,58.3,0.4,0.5,N
2016-03-10,9:30,28.9,66.3,0,3.6,S
2016-03-10,12:30,27.9,52.5,0,5.5,SW
2016-03-10,18:30,27.3,58,0.1,1,NW
2016-03-11,9:30,27.9,65.4,0,2.7,SW
2016-03-11,12:30,26.2,62.4,0,3.2,SW
2016-03-11,18:30,26,63,0.4,1,NW
2016-03-12,9:30,25.9,73.9,0,1.7,W
2016-03-12,12:30,26.6,60.6,0,2.5,W
2016-03-12,18:30,26.6,63.5,0,0.5,N
2016-03-13,9:30,26.8,64.8,0,2.2,W
2016-03-13,12:30,26.7,55.1,0,3.3,W
2016-03-13,18:30,25.7,67,1.3,0,Calm
2016-03-14,9:30,26.6,65.5,0,2.4,SW
2016-03-14,12:30,27.7,50,0,3.6,W
2016-03-14,18:30,27.1,61.1,0,0.1,Calm
2016-03-15,9:30,27.4,63,0,2.1,SW
2016-03-15,12:30,28.4,52.9,0,2.5,NW
2016-03-15,18:30,27.9,64.8,1,0.3,Calm
2016-03-16,9:30,28.4,62.7,0,2.7,SW
2016-03-16,12:30,25.4,61.7,0,3.4,W
2016-03-16,18:30,24.5,70,0.6,0,Calm
2016-03-17,9:30,25.5,71.2,0,1.7,SW
2016-03-17,12:30,27,55.8,0,3.7,W
2016-03-17,18:30,27.1,67.2,0,0.2,Calm
2016-03-18,9:30,27.5,65.5,0,2.2,SW
2016-03-18,12:30,27.5,52.1,0,3.8,NW
2016-03-18,18:30,27.3,58.3,0,0.4,N
2016-03-19,9:30,28.3,55.3,0,3.4,SW
2016-03-19,12:30,29.5,49,0,2.8,W
2016-03-19,18:30,29.3,58,0.2,0.5,N
2016-03-20,9:30,29.7,55.9,0,1.5,NW
2016-03-20,12:30,30.2,47.4,0,3.3,W
2016-03-20,18:30,29.6,54.6,1.5,0.6,Calm
2016-03-21,9:30,29.5,61.4,0,2.4,SW
2016-03-21,12:30,30.2,48.1,0,4.2,W
2016-03-21,18:30,29.4,62.8,0.9,0.2,N
2016-03-22,9:30,30,59.5,0.1,3.1,SW
2016-03-22,12:30,29.7,54.9,0,5.8,S
2016-03-22,18:30,29.3,63.8,0.1,0,Calm
2016-03-23,9:30,29.6,62.2,0.6,3.2,SW
2016-03-23,12:30,29.6,54.1,0,5.3,W
2016-03-23,18:30,29.7,64.9,1.6,0,Calm
2016-03-24,9:30,29.8,66.5,1.3,2.8,SW
2016-03-24,12:30,29.7,52.9,0,3.8,W
2016-03-24,18:30,29.3,64.9,1.2,0,Calm
2016-03-25,9:30,29.2,66,0,2.2,SW
2016-03-25,12:30,29.9,53.3,0,4.5,SW
2016-03-25,18:30,29.6,67.8,0,0,Calm
2016-03-26,9:30,29,64.4,0.1,2.7,SW
2016-03-26,12:30,28.2,57,0,5,W
2016-03-26,18:30,28,74.8,0,0,Calm
2016-03-27,9:30,28,73,3.5,2.9,SW
2016-03-27,12:30,27.5,57.7,0,3.9,W
2016-03-27,18:30,27.1,69.3,0,0,Calm
2016-03-28,9:30,27.9,62.3,0,2.6,SW
2016-03-28,12:30,28.7,53.5,0,3.1,SW
2016-03-28,18:30,28,69.2,0,0,Calm
2016-03-29,9:30,28.1,64.1,0,1.7,SW
2016-03-29,12:30,29.4,53.7,0.6,3.1,W
2016-03-29,18:30,29,67.5,1.3,0.3,Calm
2016-03-30,9:30,29.5,70.5,0,2.5,SW
2016-03-30,12:30,30,58.2,0,3.1,W
2016-03-30,18:30,30.2,66,0,0.5,N
2016-03-31,9:30,29.6,69.8,0,1.4,NW
2016-03-31,12:30,30.1,58,0,2.8,W
2016-03-31,18:30,30.3,58.5,0.3,1.4,N
4/1/16,9:30,29.8,67.2,0.1,1.5,NW
4/1/16,12:30,29.4,57.5,0,3.2,W
4/1/16,18:30,28.5,64,0.6,0.5,N
4/2/16,9:30,28.2,67.5,0.4,1.9,SW
4/2/16,12:30,29.3,55.6,0,4,W
4/2/16,18:30,29.1,69.4,0.9,0,Calm
4/3/16,9:30,28.8,69.2,0.7,2.1,SW
4/3/16,12:30,28.8,61.6,0,2.7,W
4/3/16,18:30,28.7,72.6,0.1,0,Calm
4/4/16,9:30,29,69.7,0,2.2,W
4/4/16,12:30,30,58.8,0,4.4,SW
4/4/16,18:30,29.4,69.7,0.2,0,N
4/5/16,9:30,29.6,65.1,0,2.9,SW
4/5/16,12:30,29.4,58.4,0,3.9,W
4/5/16,18:30,29.3,68.5,1.8,0,Calm
4/6/16,9:30,29.1,70.3,2.3,2.5,SW
4/6/16,12:30,28.9,58.4,0,3.9,SW
4/6/16,18:30,28.6,70.8,0,0.1,Calm
4/7/16,9:30,27,76.6,2.4,1.9,SW
4/7/16,12:30,21.7,80.2,0,2.8,SW
4/7/16,18:30,21.7,82.3,0.3,0.3,Calm
4/8/16,9:30,22.2,91.4,3.3,1.4,SW
4/8/16,12:30,25.5,65.3,0,3.4,W
4/8/16,18:30,25.3,84.2,0,0.2,N
4/9/16,9:30,26,75,0,2.1,S
4/9/16,12:30,29.4,58.9,0,3.2,SW
4/9/16,18:30,29,77.3,0,0.3,N
2016-04-10,9:30,29.1,67.8,0,2.8,SW
2016-04-10,12:30,29.5,62.6,0,4.5,SW
2016-04-10,18:30,29.4,68.3,1.1,0.1,N
2016-04-11,9:30,30.1,64.9,0,2.9,SW
2016-04-11,12:30,30.6,58.9,0,3.5,W
2016-04-11,18:30,31.1,65.6,0.5,0.8,N
2016-04-12,9:30,30.3,67.1,0,2.6,W
2016-04-12,12:30,30.9,59,0.2,2.7,W
2016-04-12,18:30,31,72.6,0,0,Calm
2016-04-13,9:30,30.4,67.4,0.3,2.4,SW
2016-04-13,12:30,31.3,55.4,0,4.6,W
2016-04-13,18:30,30.9,70.7,0,0.1,Calm
2016-04-14,9:30,29.9,69,1.7,2.5,SW
2016-04-14,12:30,31.1,59.3,0,3.8,W
2016-04-14,18:30,31,71.5,0,0,Calm
2016-04-15,9:30,30.8,64,2.5,3.1,SW
2016-04-15,12:30,30.7,58.6,0,3.7,W
2016-04-15,18:30,31,75.4,0.7,0,Calm
2016-04-16,9:30,30.4,69.5,1.4,2.4,SW
2016-04-16,12:30,28.5,66.2,0.2,2.7,SW
2016-04-16,18:30,28.7,77.7,1.3,0,Calm
2016-04-17,9:30,28.4,80.7,2.2,1.3,W
2016-04-17,12:30,28.3,67.6,0.6,2.5,SW
2016-04-17,18:30,28.5,76.3,1.6,0.3,N
2016-04-18,9:30,27.4,82.4,2.8,1.3,W
2016-04-18,12:30,25.1,75.7,0,6,W
2016-04-18,18:30,25.8,78,5.5,1.4,W
2016-04-19,9:30,27.3,77.4,4.2,3.4,SW
2016-04-19,12:30,28.5,63.6,0,4.2,SW
2016-04-19,18:30,28.6,71.9,0,0.3,Calm
2016-04-20,9:30,29,68.4,0.6,2.5,SW
2016-04-20,12:30,31.3,61.9,0,4.6,SW
2016-04-20,18:30,31,70.7,1.9,0,Calm
2016-04-21,9:30,30.6,66.9,1.4,2.9,SW
2016-04-21,12:30,30.6,59,0,4.5,SW
2016-04-21,18:30,30.8,77.5,0.7,0,Calm
2016-04-22,9:30,30.9,71.9,0.7,3,SW
2016-04-22,12:30,31,60.4,0,4.3,SW
2016-04-22,18:30,30.7,69.8,0.3,0.6,N
2016-04-23,9:30,30.5,71.5,0.8,2.3,SW
2016-04-23,12:30,30.1,66.2,0,3.1,W
2016-04-23,18:30,30.6,65.6,1.4,0.8,N
2016-04-24,9:30,30.2,74.4,1.6,2.6,SW
2016-04-24,12:30,29.5,67,0,4.5,SW
2016-04-24,18:30,29.8,73,0,0.6,N
2016-04-25,9:30,29.8,74.6,0,3.1,SW
2016-04-25,12:30,30.2,62.1,0,5.1,W
2016-04-25,18:30,30.8,77.8,0,0,Calm
2016-04-26,9:30,28.2,84.2,10.6,2,W
2016-04-26,12:30,26.5,71.2,26,3.1,SW
2016-04-26,18:30,27.2,76.2,28.5,0,Calm
2016-04-27,9:30,27.8,80.7,0.8,2.6,SE
2016-04-27,12:30,26.9,70.3,5.3,2.9,SW
2016-04-27,18:30,27.4,87.3,6.8,0,Calm
2016-04-28,9:30,27.2,82.4,9.5,1,N
2016-04-28,12:30,26.1,74.3,16.1,2,NW
2016-04-28,18:30,26.3,79.5,15.1,0,N
2016-04-29,9:30,26.9,82.5,4.5,2.2,SW
2016-04-29,12:30,26,75.3,7.9,3,W
2016-04-29,18:30,26.6,79,10.5,0.1,Calm
2016-04-30,9:30,26.8,84.8,6.3,1.9,W
2016-04-30,12:30,28.4,67.3,0,3.7,W
2016-04-30,18:30,28.1,81.2,0,0.1,Calm
5/1/16,9:30,27.3,83.2,3.8,1.7,SW
5/1/16,12:30,27.7,73.5,0,2.6,W
5/1/16,18:30,27.8,84.6,0,0,Calm
5/2/16,9:30,27.1,80.2,3.1,2,S
5/2/16,12:30,24.8,82,0,2.6,W
5/2/16,18:30,24.5,88.8,4.3,0.1,N
5/3/16,9:30,25,85.9,2.5,1.8,S
5/3/16,12:30,26.2,72.9,0,2.3,W
5/3/16,18:30,26.4,85.1,0,0.1,Calm
5/4/16,9:30,25.6,85.6,1.9,1.6,SW
5/4/16,12:30,27.3,73.9,9.2,4.2,S
5/4/16,18:30,27.4,80.7,11.6,0.1,Calm
5/5/16,9:30,26.6,80.4,0,3,SW
5/5/16,12:30,27.1,68.4,0,2.6,NW
5/5/16,18:30,27.1,83.3,0.7,0.2,Calm
5/6/16,9:30,26,88.3,5.3,1.6,W
5/6/16,12:30,26.4,70.8,0.6,2.6,W
5/6/16,18:30,26.6,87.6,0,0,Calm
5/7/16,9:30,26.1,80.6,1.6,2,SW
5/7/16,12:30,29.4,59.4,0,4.4,SW
5/7/16,18:30,28.5,87.4,0,0,N
5/8/16,9:30,28,71.7,4.8,2.6,SW
5/8/16,12:30,29.2,65.2,0,4.8,SW
5/8/16,18:30,29.3,86.9,0,0,Calm
5/9/16,9:30,28.4,75.9,7.5,2.4,SW
5/9/16,12:30,28.4,70.5,19.8,2.3,W
5/9/16,18:30,28.3,89.2,21.4,0,Calm
2016-05-10,9:30,28,77,4.1,2.2,S
2016-05-10,12:30,29,68,0.3,2.4,W
2016-05-10,18:30,28.9,89.4,1.2,0,Calm
2016-05-11,9:30,27.4,81.4,4.2,1.1,W
2016-05-11,12:30,25.1,79.6,4.2,1.2,W
2016-05-11,18:30,25.1,94.7,3.4,0,Calm
2016-05-12,9:30,25.1,85.5,3.7,1.6,SW
2016-05-12,12:30,26.2,68.4,0.5,1.8,W
2016-05-12,18:30,26.1,91.9,0,0,Calm
2016-05-13,9:30,25.4,83.2,1.5,1.4,SW
2016-05-13,12:30,27.1,61.9,0,3,W
2016-05-13,18:30,26.3,95,0,0,Calm
2016-05-14,9:30,26.2,78.7,2.5,1.6,S
2016-05-14,12:30,28.3,60.3,0,3,W
2016-05-14,18:30,27.6,87.4,0,0,Calm
2016-05-15,9:30,27.7,71.5,1.4,2.7,SW
2016-05-15,12:30,28.1,66.1,0,2.9,SW
2016-05-15,18:30,27.7,81.6,0,0.1,N
2016-05-16,9:30,27.8,69.1,2.1,2,S
2016-05-16,12:30,28.6,64.8,0,3.4,SW
2016-05-16,18:30,27.6,85.2,0.3,0,N
2016-05-17,9:30,27.3,77.9,3.4,2.5,SW
2016-05-17,12:30,27.4,67,0,4.5,SW
2016-05-17,18:30,27,79.7,0,0.4,N
2016-05-18,9:30,27.1,75.1,2.5,2.6,S
2016-05-18,12:30,27.2,73.5,3.8,3.9,W
2016-05-18,18:30,27.8,83.8,7.9,0.1,N
2016-05-19,9:30,27.7,80.5,4.8,2.6,SW
2016-05-19,12:30,28.3,64.8,0,4.7,SW
2016-05-19,18:30,27.6,82.8,0,0,N
2016-05-20,9:30,27.2,80.9,3.6,2.8,SW
2016-05-20,12:30,28.3,71.2,0,3.4,SW
2016-05-20,18:30,27.7,85.4,1.1,0.9,NW
2016-05-21,9:30,27.7,78.1,1,2.6,SW
2016-05-21,12:30,27.1,76.9,1.7,1.7,W
2016-05-21,18:30,27.5,84.5,3.7,1.1,NW
2016-05-22,9:30,26.6,85.2,3,1.3,W
2016-05-22,12:30,27.8,78.2,8.2,1.7,W
2016-05-22,18:30,27.7,85.3,9.7,0.4,N
2016-05-23,9:30,27.4,79.6,3.9,2.5,SW
2016-05-23,12:30,27.7,70.8,0,4.2,SW
2016-05-23,18:30,27.8,92.7,0,0,N
2016-05-24,9:30,27.4,83.8,8.3,2.5,SW
2016-05-24,12:30,26.3,75.9,42.3,5.8,S
2016-05-24,18:30,26.6,87.1,43.8,0.8,SW
2016-05-25,9:30,26.6,90.1,6.8,3.2,SE
2016-05-25,12:30,27.9,69.9,11.6,3.1,S
2016-05-25,18:30,28.4,89.8,13.3,0,Calm
2016-05-26,9:30,27.4,85.6,1.1,1.8,S
2016-05-26,12:30,28.6,74.5,0,2.1,SW
2016-05-26,18:30,27.4,89.3,0,0.2,NW
2016-05-27,9:30,27.7,81.6,3.1,1.8,SW
2016-05-27,12:30,27.5,77.4,0,2,SW
2016-05-27,18:30,26.9,87.2,0,0,N
2016-05-28,9:30,26.5,84.2,2.7,1.9,W
2016-05-28,12:30,21,104,46.5,2.2,S
2016-05-28,18:30,20.8,89.1,47.3,0.1,Calm
2016-05-29,9:30,19.8,103.4,20,1.7,E
2016-05-29,12:30,19.1,102.8,28.1,4.8,SE
2016-05-29,18:30,20.2,92.9,30.2,2.6,S
2016-05-30,9:30,23.8,85.7,28.7,2.5,SW
2016-05-30,12:30,26.1,79.8,32.1,2.2,NW
2016-05-30,18:30,27,81.7,11.6,1.8,SW
2016-05-31,9:30,26.2,79.4,0,2,SW
2016-05-31,12:30,25.7,79.6,0,0,Calm
2016-05-31,18:30,25.8,88.8,16.8,0,Calm
6/1/16,9:30,24.4,90.4,37.4,1,SE
6/1/16,12:30,24.1,82.8,40.7,0.5,N
6/1/16,18:30,23.2,100.7,11,1.8,E
6/2/16,9:30,23.3,87.9,7.8,2.9,E
6/2/16,12:30,24.8,84.1,7,1.3,S
6/2/16,18:30,25.8,88.7,6.4,0,SW
6/3/16,9:30,26.5,79.1,0,2.2,SW
6/3/16,12:30,26.8,83,0,0,N
6/3/16,18:30,25.9,87.9,2.5,1.1,W
6/4/16,9:30,26.4,79.7,1.8,1.9,SW
6/4/16,12:30,26.5,82.9,0.7,0.8,NW
6/4/16,18:30,26.5,87.4,2.1,1.2,SW
6/5/16,9:30,25.1,91.4,34.9,2.3,SW
6/5/16,12:30,24.6,86.4,45.8,0,Calm
6/5/16,18:30,23.9,97.4,8.7,1.9,S
6/6/16,9:30,24.7,81.9,9,3.1,SW
6/6/16,12:30,24.9,84.3,7.2,1.4,SW
6/6/16,18:30,25.2,90.1,5.6,1.4,SW
6/7/16,9:30,26,81.8,18.2,3.3,S
6/7/16,12:30,26,86.6,18,0.9,W
6/7/16,18:30,25.7,92.2,7.1,2.3,SW
6/8/16,9:30,26.5,78,0.1,2.5,SW
6/8/16,12:30,27.1,85.1,0.7,0.4,W
6/8/16,18:30,25.6,94.3,4.8,0,NW
6/9/16,9:30,21.8,96.6,13,1.7,SE
6/9/16,12:30,21.1,97.8,13.8,1.7,N
6/9/16,18:30,20.7,96,15.3,1.8,SW
2016-06-10,9:30,22,95.3,19.4,3.8,SW
2016-06-10,12:30,21,91.1,16.1,4.4,SW
2016-06-10,18:30,22.5,92.6,12.4,2.6,SW
2016-06-11,9:30,22.3,92.5,8.1,4.7,S
2016-06-11,12:30,22.7,88.4,8.6,4,S
2016-06-11,18:30,23.5,93.3,10.3,4.4,S
2016-06-12,9:30,22.4,86.6,13.5,6.5,SE
2016-06-12,12:30,23.2,90.9,12.7,3.5,S
2016-06-12,18:30,23.7,90.4,9.8,4.5,S
2016-06-13,9:30,23.3,85.9,25,4.8,S
2016-06-13,12:30,23.3,87.8,22.4,3,SW
2016-06-13,18:30,24.8,89.9,4.7,2.9,S
2016-06-14,9:30,25.1,77.1,0,2.5,SW
2016-06-14,12:30,24.9,85.4,0,0.2,NW
2016-06-14,18:30,24.3,90.4,0,0,Calm
2016-06-15,9:30,26.7,73.7,0,1.9,SW
2016-06-15,12:30,26.3,84.5,0,0,Calm
2016-06-15,18:30,26.5,87.3,1,1.2,W
2016-06-16,9:30,26.9,73.2,0,2.8,SW
2016-06-16,12:30,26.6,84.3,1.1,0,Calm
2016-06-16,18:30,26.1,86,3.2,1.5,SW
2016-06-17,9:30,27.6,72.2,0,2.2,SW
2016-06-17,12:30,27.6,87,0,0,Calm
2016-06-17,18:30,27.3,81.2,0.6,1.8,SW
2016-06-18,9:30,26.4,77.5,0,2.6,SW
2016-06-18,12:30,25.9,85.1,2.1,0.9,NW
2016-06-18,18:30,26.4,84.9,2.7,1.9,W
2016-06-19,9:30,27.5,77.8,0,1.9,W
2016-06-19,12:30,27.4,82,0,0.9,NW
2016-06-19,18:30,26.6,82.7,0,1.9,SW
2016-06-20,9:30,26.2,79.7,0,2,W
2016-06-20,12:30,25.9,84.3,0,1.1,NW
2016-06-20,18:30,26.6,80.6,1.3,2.2,SW
2016-06-21,9:30,24.6,82.2,0,3,SW
2016-06-21,12:30,24.2,87.6,0,1.3,NW
2016-06-21,18:30,24.7,87.9,3,2.2,SW
2016-06-22,9:30,24.7,81,0,3.2,SW
2016-06-22,12:30,25,86.5,0.1,0.8,NW
2016-06-22,18:30,25.1,86.2,0,2.5,SW
2016-06-23,9:30,25.3,78.2,0,2.8,W
2016-06-23,12:30,24.8,87.2,0,2.2,W
2016-06-23,18:30,25,85.8,0,2.7,SW
2016-06-24,9:30,24.8,85.7,0,2.4,SW
2016-06-24,12:30,25.2,85.6,0,1.5,NW
2016-06-24,18:30,25.2,84.7,0,2.1,W
2016-06-25,9:30,24.5,84.7,0,2.6,W
2016-06-25,12:30,24.4,87.6,0,1.9,NW
2016-06-25,18:30,24.5,89.5,1.8,1.7,SW
2016-06-26,9:30,25.3,81.7,2.5,3.1,SW
2016-06-26,12:30,25.4,87.9,4.5,0.7,NW
2016-06-26,18:30,25.6,85.9,1.8,2.3,SW
2016-06-27,9:30,24.7,84.9,0,1.5,W
2016-06-27,12:30,25.1,89.2,1.8,1,NW
2016-06-27,18:30,24.1,93.3,4.7,1.1,W
2016-06-28,9:30,25,86.4,0,1.6,W
2016-06-28,12:30,25,90.8,0,0.5,N
2016-06-28,18:30,25.4,88.9,1.8,1.9,W
2016-06-29,9:30,22.9,89.6,0.2,3.6,W
2016-06-29,12:30,23.2,92.9,3.2,1.3,NW
2016-06-29,18:30,23.7,92.6,3,2.6,W
2016-06-30,9:30,24.6,80.5,0,3.6,SW
2016-06-30,12:30,25,84.7,0,1.4,W
2016-06-30,18:30,24.7,89.9,0,2.1,W
7/1/16,9:30,24.9,78.8,0,3.2,W
7/1/16,12:30,24.9,84.2,0,1,NW
7/1/16,18:30,25.1,86.5,0.5,2.2,W
7/2/16,9:30,25.3,75.7,0,4.9,SW
7/2/16,12:30,25,82.5,0,1.8,W
7/2/16,18:30,25.2,84,0.7,3.9,S
7/3/16,9:30,25.3,75.8,0,4.1,S
7/3/16,12:30,25.7,81.7,0,2.2,SW
7/3/16,18:30,25.7,83.7,0,2.1,W
7/4/16,9:30,27.1,78.5,1.8,1.6,W
7/4/16,12:30,27.5,79.9,0,1.8,W
7/4/16,18:30,26.9,83.9,0,1.3,W
7/5/16,9:30,26.9,78,0,2.5,SW
7/5/16,12:30,26.3,83.1,0,1.3,NW
7/5/16,18:30,26.5,84.3,1.3,2.1,SW
7/6/16,9:30,26,79,0,2.3,W
7/6/16,12:30,25.7,84.4,0,0.8,NW
7/6/16,18:30,25.8,82.8,0.9,2.2,W
7/7/16,9:30,25.2,80.5,0,2.1,W
7/7/16,12:30,25,86.3,0,0.9,NW
7/7/16,18:30,25,84.9,0,1.5,W
7/8/16,9:30,24.5,85.1,0,1.5,NW
7/8/16,12:30,24.6,87.5,0,1.1,NW
7/8/16,18:30,24.5,87.6,1.3,1.1,W
7/9/16,9:30,25.3,83.5,0,1.4,NW
7/9/16,12:30,25.6,86.8,0.1,0.6,N
7/9/16,18:30,25.6,85,1.2,1.7,SW
2016-07-10,9:30,25.2,83.6,0,1.6,W
2016-07-10,12:30,25.4,89.7,0,0,Calm
2016-07-10,18:30,25.2,88,0,1.7,W
2016-07-11,9:30,27.7,72.4,0,2.4,SW
2016-07-11,12:30,27.5,82.7,0,0.7,NW
2016-07-11,18:30,26.7,83.9,0,1.3,W
2016-07-12,9:30,25.9,80.4,0,1.6,W
2016-07-12,12:30,25.6,83.2,0,1,NW
2016-07-12,18:30,25.6,86.1,2.7,1.4,W
2016-07-13,9:30,26.2,80.3,2.4,1.9,W
2016-07-13,12:30,26.1,86.7,3.1,0.6,N
2016-07-13,18:30,26.1,84.8,2.2,1.5,W
2016-07-14,9:30,26.5,81.3,0,1.1,NW
2016-07-14,12:30,26.2,85.6,0,0.9,NW
2016-07-14,18:30,26.1,84.7,1.2,1.4,W
2016-07-15,9:30,26.6,80.2,0,1.7,W
2016-07-15,12:30,26.1,84,0,0.9,NW
2016-07-15,18:30,26.4,80.2,0,2.1,SW
2016-07-16,9:30,26.4,80.4,0,1.8,W
2016-07-16,12:30,26.1,86.1,1.9,1.2,W
2016-07-16,18:30,26.3,84.3,1,1.4,W
2016-07-17,9:30,28.9,76.6,0,2,SW
2016-07-17,12:30,29.4,75.5,0,2,SW
2016-07-17,18:30,29,74.9,0.8,2.4,SW
2016-07-18,9:30,30.2,73.5,0.1,2.1,SW
2016-07-18,12:30,30.8,83,0.9,0.1,Calm
2016-07-18,18:30,28.9,78.2,3.5,2,S
2016-07-19,9:30,25.1,82.4,0,2.2,W
2016-07-19,12:30,24.5,88.2,2.1,0,Calm
2016-07-19,18:30,24.8,90.2,7.1,1.4,SW
2016-07-20,9:30,23.8,84.8,8.6,2.5,W
2016-07-20,12:30,24.2,91.2,9.6,0.9,NW
2016-07-20,18:30,24.6,86.9,4.6,2.8,SW
2016-07-21,9:30,23.9,84.4,0.7,2.8,SW
2016-07-21,12:30,24,90.3,1.1,1.4,NW
2016-07-21,18:30,23.8,91.4,2.3,1,NW
2016-07-22,9:30,24.3,83.7,0,1.5,NW
2016-07-22,12:30,23.7,89,0,1.1,N
2016-07-22,18:30,23.8,88.7,2.3,1.4,SW
2016-07-23,9:30,23,89.1,11.5,2.2,W
2016-07-23,12:30,22.7,91.3,14.2,0.6,NW
2016-07-23,18:30,23.7,88.6,4.3,2.6,S
2016-07-24,9:30,23.1,85.4,6.8,2.7,W
2016-07-24,12:30,23.6,90.7,9.3,1.3,NW
2016-07-24,18:30,23.4,91.4,6,1.6,W
2016-07-25,9:30,25.4,80,0,2.3,W
2016-07-25,12:30,25.2,86.2,0,1,NW
2016-07-25,18:30,25.3,89.9,1.8,1.1,NW
2016-07-26,9:30,25.4,81.7,0,2.4,W
2016-07-26,12:30,25,87.5,0,0.9,NW
2016-07-26,18:30,25.3,87.7,1,2.3,SW
2016-07-27,9:30,24.1,87,0,2.1,W
2016-07-27,12:30,24.4,89.4,0,0.8,NW
2016-07-27,18:30,24.6,88.6,0,1.9,W
2016-07-28,9:30,25.4,81.6,0,2.3,W
2016-07-28,12:30,25.6,84.8,0,1.1,NW
2016-07-28,18:30,25.5,90,0.4,1.1,NW
2016-07-29,9:30,24.2,85.9,0,2.7,W
2016-07-29,12:30,24.4,88.2,0,0.9,NW
