NW
SE
Calm
Calm
NE
Calm
SE
W
Calm
Calm
NW
NW
NE
NW
SE
Calm
SE
Calm
Calm
NE
Calm
Calm
SE
Calm
Calm
NW
Calm
NW
SE
Calm
SE
SE
Calm
Calm
SE
Calm
SE
SE
Calm
SE
SE
Calm
Calm
SW
Calm
Calm
SE
Calm
Calm
SE
Calm
Calm
SE
Calm
NE
SE
Calm
SE
NW
Calm
Calm
S
Calm
Calm
SE
Calm
Calm
NE
Calm
Calm
SE
Calm
Calm
NW
Calm
SE
NE
Calm
Calm
SW
Calm
NW
SE
Calm
SE
SE
Calm
Calm
NW
Calm
S
SW
Calm
S
NW
Calm
NE
NE
Calm
SE
SE
SE
SW
S
Calm
SE
NW
Calm
NE
NW
SW
SW
NW
Calm
S
NW
Calm
SW
NW
Calm
SW
NW
Calm
Calm
SE
Calm
NW
NW
Calm
SW
NW
Calm
Calm
S
Calm
NW
NW
NW
NW
NW
NW
NE
SE
Calm
Calm
NW
Calm
SE
SW
SW
Calm
S
Calm
Calm
SW
Calm
Calm
SW
Calm
Calm
W
Calm
NE
NW
Calm
NE
NW
NW
NE
NW
NE
SE
W
Calm
SW
NW
Calm
nan
nan
nan
nan
nan
nan
nan
nan
nan
NE
NW
Calm
SW
W
SW
SW
S
Calm
SW
SW
Calm
Calm
NW
Calm
NW
S
Calm
NE
NW
Calm
NE
NE
NW
NE
SE
Calm
S
SW
NW
SW
SW
SW
SW
SW
SW
SW
SW
Calm
SE
NW
SW
SE
SW
Calm
SW
SW
Calm
SW
SW
Calm
SW
SW
Calm
NW
NW
SW
SE
SW
Calm
SW
SW
Calm
SW
NW
SW
SW
SW
Calm
SW
SW
Calm
Calm
NW
Calm
S
SW
Calm
SW
SW
NW
NW
NW
NW
NE
SW
Calm
SW
SW
NW
SW
SW
NW
Calm
NW
Calm
SW
SW
Calm
W
SW
Calm
SW
SW
SW
SW
SW
Calm
SW
NW
Calm
NE
NW
NW
SE
SE
Calm
S
NW
Calm
SW
SW
SW
NW
SW
Calm
NW
NW
Calm
SW
NW
Calm
SE
SW
Calm
SW
NW
Calm
NW
SW
Calm
SW
SE
Calm
SE
NE
Calm
SW
SW
SW
NW
NW
Calm
W
S
Calm
S
SW
W
SE
SE
Calm
SW
NW
Calm
SW
SW
Calm
S
SW
Calm
NW
SW
Calm
SW
SW
Calm
W
NW
Calm
SW
NW
Calm
nan
nan
nan
SW
NW
Calm
S
S
Calm
SE
NW
Calm
SW
NW
SW
SE
NE
Calm
SW
NW
Calm
SW
SW
Calm
SE
SW
Calm
SW
SW
Calm
NW
SW
Calm
NW
NW
Calm
NW
NW
Calm
SW
NW
Calm
SW
SW
Calm
NW
SW
SW
W
NW
Calm
SE
NW
SW
SW
SE
Calm
SW
SW
SW
NW
NW
SW
S
SW
SW
NW
SW
Calm
SW
S
Calm
S
SE
Calm
SW
SW
SW
SW
SE
Calm
S
SW
NE
S
SW
SW
Calm
SE
Calm
SE
SE
SW
SE
SW
SW
S
SW
Calm
Calm
SE
Calm
SE
SE
SW
SW
S
NW
SW
NW
Calm
SW
SW
Calm
SW
SW
SW
SW
SW
SW
S
S
S
Calm
S
SW
SW
SW
SW
SW
SW
SW
S
S
S
SW
SW
SW
SW
SW
SW
Calm
S
Calm
SW
SW
Calm
SW
SW
SW
SW
NW
S
S
SE
NW
SW
SW
SW
S
SW
S
SW
S
SW
SW
SW
SW
SW
S
S
SW
S
Calm
SW
NW
S
S
S
Calm
SW
S
S
S
SW
SW
nan
nan
nan
S
S
SW
S
S
S
S
S
S
S
S
SW
S
NW
SW
SW
SW
SW
SW
SW
SW
SE
S
SW
S
S
Calm
S
SW
Calm
S
SW
SW
SE
S
NW
SE
SW
SW
SW
SW
SW
SE
SW
SE
SE
S
SW
SE
S
SW
SW
SW
Calm
SE
SE
Calm
S
SW
Calm
SW
SW
SW
SW
SW
SW
S
S
Calm
SE
SW
SW
SW
SW
SW
SW
SW
SW
S
SW
SW
SW
SW
SW
SW
S
SW
SW
SW
Calm
SW
SW
SW
SE
S
S
S
W
SW
SW
SW
SW
SW
S
SW
SW
SW
Calm
SE
SW
Calm
SW
SW
Calm
SW
NE
Calm
SW
SW
Calm
Calm
SW
SW
SW
NW
SW
SW
SE
SW
SW
SW
SW
S
NW
SW
S
NW
SW
NW
NW
SE
NW
NW
Calm
NW
SE
SE
NE
NE
SW
SW
SW
Calm
SW
SW
SW
SW
SW
NE
SW
SW
SW
SW
SW
Calm
SW
SW
SW
SW
NE
Calm
SW
NW
SW
SW
SW
SW
SW
SW
SW
S
SW
SW
SW
SW
SW
SW
SW
SW
SW
W
SW
SW
S
Calm
SW
SW
Calm
S
SW
SW
SW
SW
Calm
SW
SW
Calm
Calm
S
Calm
SW
SW
SW
SW
SW
SW
SW
SE
SW
S
SW
SW
NW
SW
Calm
SW
SW
Calm
SE
SW
NE
NW
SW
Calm
NE
NW
Calm
NE
NW
Calm
NE
SE
Calm
SE
SE
W
W
W
Calm
NW
NW
Calm
SE
NW
Calm
NE
NW
Calm
SW
NW
Calm
SE
SW
